SBS_Code,SBS_Code_Hyphenated,Short_Description,Long_Description,Chapter,Chapter_Name,Block,Block_Name,Definition,Includes,Excludes ,Guidelines,
854000000,85400-00-00,ALS service by specialized team (add-on code),The deployment of a specialized team for highly specialized patient care service that may or may not include transport (add-on code),24,EMS,2050,EMS,The deployment of a specialized team for highly specialized patient care service that may or may not include transport.,,,"This code is used to report the attendance of a specialized team in addition to the ALS ambulance. Must be reported with ALS codes.(** list codes here**)  Examples of this service include hazardous material response, tactical event response, urban search and rescue response, wilderness response and others. ",
855000000,85500-00-00,Aeromedical transport (medivac),Patient transport that was carried out by an aeromedical services team,24,EMS,2050,EMS,Transports patient by an aeromedical services team.,,,for All Medivac transport - Extra insurance benefit,
730000000,73000-00-00,BMP (Ca ionized),"Basic metabolic panel [ionized calcium, carbon dioxide (bicarbonate), chloride, creatinine, glucose, potassium, sodium, blood urea nitrogen (BUN)]",21,Laboratory and Pathology,3000,Essential Test Panels ,"Basic metabolic panel (BMP) measures the blood level of ionized calcium, sodium, potassium, chloride, carbon dioxide, glucose, blood urea nitrogen (BUN), and creatinine.",,,"If two or more test panels of same substances are reported, assign only one code for the panel with the greater number of substances measured (e.g. do not code 73000-00-00 with 73000-00-40)",
730000010,73000-00-10,BMP (Ca total) ,"Basic metabolic panel [total calcium, carbon dioxide (bicarbonate), chloride, creatinine, glucose, potassium, sodium, blood urea nitrogen (BUN)]",21,Laboratory and Pathology,3000,Essential Test Panels ,"Basic metabolic panel (BMP) measures the blood level of total calcium, sodium, potassium, chloride, carbon dioxide, glucose, blood urea nitrogen (BUN), and creatinine.",,,,
730000020,73000-00-20,General health panel,General health panel [comprehensive metabolic panel (CMP) and (automated complete blood count (CBC) and automated differential white blood cells (WBC) or automated complete blood count (CBC) and manual differential white blood cells (WBC)) or thyroid stimulating hormone (TSH)],21,Laboratory and Pathology,3000,Essential Test Panels ,"Three components are required; comprehensive metabolic panel, thyroid stimulating hormone (TSH), and a blood count with manual or automated differential (e.g. patient’s metabolic processes as blood/thyroid state",,,,
730000030,73000-00-30,Serum electrolyte panel,"Serum electrolyte panel [Carbon dioxide (bicarbonate)(CO2), Chloride (Cl), Potassium (K), Sodium (Na)]",21,Laboratory and Pathology,3000,Essential Test Panels ,"Electrolyte panel measures carbon dioxide, chloride, potassium, and sodium in a specimen.",,,,
730000040,73000-00-40,CMP,"Comprehensive metabolic panel [albumin, total bilirubin, total calcium, carbon dioxide (bicarbonate), chloride, creatinine, glucose, phosphatase, alkaline, potassium, total protein, sodium, alanine amino-transferase (ALT), serum glutamic-pyruvic transaminase (SGPT), aspartate amino-transferase (AST), serum glutamic-oxaloacetic transaminase (SGOT), blood urea nitrogen (BUN)]",21,Laboratory and Pathology,3000,Essential Test Panels ,Comprehensive metabolic panel measures the blood level of 14 chemicals,,,"If two or more test panels of same substances are reported, assign only one code for the panel with the greater number of substances measured (e.g. do not code 73000-00-00 with 73000-00-40)",
730000050,73000-00-50,Obstetric panel,"Obstetric panel [automated complete blood count (CBC) and automated differential white blood cell (WBC) count or automated complete blood count (CBC), and manual differential white blood cell (WBC) count, Hepatitis B surface antigen (HBsAg), rubella antibody , syphilis test (non-treponemal antibody) qualitative (e.g. VDRL, RPR, ART), RBC antibody (each serum technique), blood typing, ABO and Rh (D)]",21,Laboratory and Pathology,3000,Essential Test Panels ,"Obstetric panel includes tests for a complete blood count with differential, a hepatitis B surface antigen, a rubella antibody, a qualitative non treponemal syphilis test, a red blood cell antibody screen, ABO blood typing, and Rh typing.",,,,
730000060,73000-00-60,Lipid profile,"Lipid profile [total serum Cholesterol, Triglycerides, High Density Lipoprotein (HDL), Low Density Lipoprotein (LDL)]",21,Laboratory and Pathology,3000,Essential Test Panels ,Lipid panel measures the blood level of cholesterol and triglycerides in the blood,,,,
730000070,73000-00-70,Renal function profile,"Renal function profile [albumin, calcium (Ca), carbon dioxide (bicarbonate)(Co2), chloride (Cl), creatinine (Cr), glucose (Glu), phosphorus inorganic (phosphate), potassium (K), sodium (Na), blood urea nitrogen (BUN)]",21,Laboratory and Pathology,3000,Essential Test Panels ,"Renal function panel measures the blood level of chemicals for kidney function evaluation.
",,,,
730000080,73000-00-80,Acute hepatitis panel,"Acute hepatitis panel [Hepatitis A antibody (HAAb), Immunoglobulin M (IgM) antibody, Hepatitis B core antibody (HBcAb), IgM antibody, Hepatitis B surface antigen (HBsAg), Hepatitis C antibody]",21,Laboratory and Pathology,3000,Essential Test Panels ,"Acute hepatitis panel includes tests for hepatitis A IgM antibody, hepatitis B core IgM antibody, hepatitis B surface antigen, and hepatitis C antibody.",,,,
730000090,73000-00-90,Liver function panel,"Liver function panel [Albumin, Bilirubin, Alanine Amino-Transferase (ALT), Serum Glutamic-Pyruvic Transaminase (SGPT), Aspartate Amino-Transferase (AST), Serum Glutamic-Oxaloacetic Transaminase (SGOT), Phosphatase)",21,Laboratory and Pathology,3000,Essential Test Panels ,"Liver function panel measures the levels of total protein, albumin, alkaline phosphatase, bilirubin, both total and direct, and liver enzymes.",,,,
730000100,73000-01-00,Obstetric panel w/ HIV testing,"Obstetric panel [complete blood count (CBC) and automated differential white blood cell (WBC) count or automated complete blood count (CBC) and manual differential WBC count, hepatitis B surface antigen (HBsAg), HIV-1 antigen(s) with HIV-1 and HIV-2 antibodies (single result), rubella antibody, syphilis test (non-treponemal antibody) qualitative (e.g., VDRL, RPR, ART), RBC antibody screen (each serum technique), blood typing, ABO and Rh (D)]",21,Laboratory and Pathology,3000,Essential Test Panels ,"Obstetric panel includes tests for a complete blood and differential count, a hepatitis B surface antigen test, a single–result test for HIV–1 antigens and antibodies for HIV–1 and HIV–2, a rubella antibody test, a qualitative nontreponemal syphilis test, a red blood cell antibody screen, ABO blood typing, and Rh typing.",,,,
730000105,7464-01-05,New born profile,New born profile (17 tests),21,Laboratory and Pathology,3000,Essential Test Panels ,New born profile,,,Code when performed to a newborn and only when all 17 tests are done,
730000110,7464-01-10,ACTH stimulation panel,Adrenocorticotropic hormone (ACTH) stimulation panel; (Cortisol x2),21,Laboratory and Pathology,3000,Essential Test Panels ,"(ACTH) Stimulation panel measures cortisol and 11 deoxycortisol levels, before and after the administration of the drug metyrapone.",,,,
730000120,7464-01-20,ACTH (21 Hydroxylase) panel,"Adrenocorticotropic hormone (ACTH) stimulation panel for 21 hydroxylase deficiency; (Cortisol x2, 17 Hydroxyprogesterone x2)",21,Laboratory and Pathology,3000,Essential Test Panels ,This test measures levels of cortisol and 17 hydroxyprogesterone in response to the inection of synthetic adrenocorticotropic hormone (ACTH).,,,"Assign this code only if all panel tests are performed, otherwise assign the individual test code",
730000130,7464-01-30,ACTH (3 Beta-Hydroxydehydrogenase) panel,"Adrenocorticotropic hormone (ACTH) stimulation panel for 3-Beta-Hydroxydehydrogenase deficiency; (Cortisol x2, 17 Hydroxypregnenolone x2)",21,Laboratory and Pathology,3000,Essential Test Panels ,This test measures levels of cortisol and 17 hydroxypregnenolone in response to the inection of synthetic adrenocorticotropic hormone (ACTH).,,,"Assign this code only if all panel tests are performed, otherwise assign the individual test code",
730000140,73000-01-40,Aldosterone suppression panel,"Aldosterone suppression evaluation panel; (Aldosterone x2, Renin x2)",21,Laboratory and Pathology,3000,Essential Test Panels ,This panel includes four separate tests: two aldosterone assays and two renin assays.,,,"Assign this code only if all panel tests are performed, otherwise assign the individual test codes.
If this panel test performed in addition to different individual tests, assign codes for each (test panel code and individual test codes)",
730000150,73000-01-50,Calcitonin profile,Calcitonins stimulation profile; (Calcitonin x3),21,Laboratory and Pathology,3000,Essential Test Panels ,This panel includes three separate tests for calcitonin.,,,"Assign this code only if all panel tests are performed, otherwise assign the individual test codes.
If this panel test performed in addition to different individual tests, assign codes for each (test panel code and individual test codes)",
730000160,73000-01-60,CRH stimulation profile ,"Corticotropic releasing hormone (CRH) stimulation profile; (Cortisol x6, Adrenocorticotropic Hormone x6)",21,Laboratory and Pathology,3000,Essential Test Panels ,This panel includes six cortisol assays and six ACTH assays.,,,"Assign this code only if all panel tests are performed, otherwise assign the individual test codes.
If this panel test performed in addition to different individual tests, assign codes for each (test panel code and individual test codes)",
730000170,73000-01-70,HCG testosterone profile,Human chorionic gonadotropin (HCG) stimulation profile; (Testosterone x2) on 3 pooled blood samples,21,Laboratory and Pathology,3000,Essential Test Panels ,This panel includes two testosterone assays on three pooled blood samples to measure testosterone response.,,,"Assign this code only if all panel tests are performed, otherwise assign the individual test codes.
If this panel test performed in addition to different individual tests, assign codes for each (test panel code and individual test codes)",
730000180,73000-01-80,HCG estradiol profile,Human chorionic gonadotropin (HCG) stimulation profile; (Estradiol x2) on 3 pooled blood samples,21,Laboratory and Pathology,3000,Essential Test Panels ,This panel includes two testosterone assays on three pooled blood samples to measure estradiol response.,,,"Assign this code only if all panel tests are performed, otherwise assign the individual test codes.
If this panel test performed in addition to different individual tests, assign codes for each (test panel code and individual test codes)",
730000190,73000-01-90,Renal vein stimulation panel,Renal vein stimulation panel; (Renin x6),21,Laboratory and Pathology,3000,Essential Test Panels ,The test measures renal vein renin samples before and after the injection of a stimulant,,,,
730000200,73000-02-00,Peripheral vein stimulation panel,Peripheral vein stimulation panel; (Renin x2),21,Laboratory and Pathology,3000,Essential Test Panels ,The test measures peripheral vein renin samples before and after the injection of a stimulant ,,,,
730000210,7464-02-10,Pituitary evaluation panel,"Combined-rapid anterior pituitary evaluation panel; [Adrenocorticotropic hormone (ACTH) x4, Luteinizing hormone (LH) x4, Follicle stimulating hormone (FSH) x4, Prolactin x4, Human growth hormone x4, Cortisol x4, and Thyroid stimulating hormone (TSH) x4]",21,Laboratory and Pathology,3000,Essential Test Panels ,Seven hormones are measured with four units for each (e.g. suspected pituitary tumor),,,,
730000220,7464-02-20,Dexamethasone suppression panel,"Dexamethasone suppression panel [free cortisol x2 (urine), cortisol x2, volume measurement for timed collection x2]",21,Laboratory and Pathology,3000,Essential Test Panels ,The test measures serum cortisol and 24 hour urine free cortisol then measures a second sampling for the serum cortisol and 24 hour urine free cortisol after administration of a suppressant ,,,,
730000230,73000-02-30,Glucagon tolerance insulinoma panel ,"Glucagon tolerance panel for insulinoma; (Glucose x3, Insulin x3)",21,Laboratory and Pathology,3000,Essential Test Panels ,"The test measures three samples of glucose and insulin before and after receiving a stimulant at three different times, to diagnose insulinoma condition",,,,
730000240,73000-02-40,Glucagon tolerance pheochromocytoma panel ,Glucagon tolerance panel for pheochromocytoma; (Catecholamines fractionated x2),21,Laboratory and Pathology,3000,Essential Test Panels ,The test measures fractionated catecholamines before and after receiving a stimulant,HorMonE INFERTILITY LAB-PKG (M),,,
730000250,73000-02-50,Reproductive hormone profile,"Reproductive hormone profile [follicle stimulating hormone (FSH), luteinizing hormone (LH)]",21,Laboratory and Pathology,3000,Essential Test Panels ,The test measures four serum samples of follicle stimulating hormone and luteinizing hormone at four different times,,,,
730000260,73000-02-60,GH stimulation panel,Growth hormone stimulation panel; (Human Growth Hormone x4),21,Laboratory and Pathology,3000,Essential Test Panels ,The test measures one sample of growth hormone before and three samples after receiving a stimulant,,,,
730000270,73000-02-70,GH suppression panel,"Growth hormone suppression panel; (Glucose x3, Human Growth Hormone x4)",21,Laboratory and Pathology,3000,Essential Test Panels ,"The test measures one sample of glucose before and two samples after receiving a glucose, it also measures one sample of growth hormone before and three samples after receiving a glucose",,,,
730000280,73000-02-80,Insulin C peptide Suppression panel,"Insulin Induced C-Peptide Suppression Panel; (Insulin C-peptide x5, Glucose x5)",21,Laboratory and Pathology,3000,Essential Test Panels ,"The test measures one sample of glucose and the C peptide before and four samples after receiving insulin, it also measures one sample of insulin",,,,
730000290,73000-02-90,Insulin tolerance panel; ACTH insufficiency,"Adrenocorticotropic hormone (ACTH) insufficiency insulin tolerance panel; (Cortisol x5, Glucose x5)",21,Laboratory and Pathology,3000,Essential Test Panels ,The test measures one sample of glucose and cortisol before and four samples after receiving insulin,,,,
730000300,73000-03-00,Insulin tolerance panel; GH deficiency,"Growth hormone deficiency insulin tolerance panel; (Glucose x5, Human Growth Hormone x5)",21,Laboratory and Pathology,3000,Essential Test Panels ,The test measures one sample of glucose and human growth hormone before and four samples after receiving insulin,,,,
730000310,7464-03-10,Metyrapone panel,"Metyrapone panel; (Cortisol x2, 11 Deoxycortisol x2)",21,Laboratory and Pathology,3000,Essential Test Panels ,The test measures one sample cortisol and 11 deoxycortisol before and one sample after metyrapone injection,,,,
730000320,7464-03-20,TRH stimulation panel; 1 hour,Thyrotropin releasing hormone (TRH) stimulation panel; [Thyroid stimulating hormone (TSH x3)] 1 hour test,21,Laboratory and Pathology,3000,Essential Test Panels ,The test measures one sample of thyroid stimulating hormone before and two samples after thyrotropin releasing hormone drug injection,,,,
730000330,7464-03-30,TRH stimulation panel; 2 hour,Thyrotropin releasing hormone (TRH) stimulation panel; [Thyroid stimulating hormone (TSH x4)] 2 hour test,21,Laboratory and Pathology,3000,Essential Test Panels ,The test measures one sample of thyroid stimulating hormone before and three samples after thyrotropin releasing hormone drug injection,,,,
730000071,73000-00-71,Pre-op investigation for kidney; group tests,Pre-operative investigation for kidney group tests,21,Laboratory and Pathology,3000,Essential Test Panels,Group of tests for investigation of kidney function,,,,
730000340,73000-03-40,Thyroid hormones PKG (TSH  FT3  FT4),"Thyroid hormones package (TSH, FT3, FT4)",21,Laboratory and Pathology,3000,Essential Test Panels ,The test measures a group of thyroid hormones,,,,
730000350,73000-03-50,Pleural Fluid Panel,Pleural fluid panel for diagnostic analysis of pleural effusion,21,Laboratory and Pathology,3000,Essential Test Panels ,"A panel of tests which may include any of the following: (pH level, Gram stain culture, Blood cell count and differential, Glucose level, protein levels, and lactic acid dehydrogenase (LDH) level,Creatinine level, or Cytology). ",,,,
730504361,73050-43-61,Antimicrobial Susceptibility; Agar Dilution,Antimicrobes susceptibility studyies by agar dilution method,21,Laboratory and Pathology,3050,Chemistry & Microbiology,Antimicrobes susceptibility studyies by agar dilution method,,,,
730504441,73050-44-41,Fluorescent Noninfectious Agent Mitochondrial Ab; Titer,Fluorescent Noninfectious Agent Mitochondrial Antibody in Titer,21,Laboratory and Pathology,3050,Chemistry & Microbiology,Identification of mitrochondrial antibodies by fluorescence,,,,
730504551,73050-45-51,RotaVirus & Adenovirus Screening (Stool),Combined Rotavirus and Adenovirus Screening in Stool,21,Laboratory and Pathology,3050,Chemistry & Microbiology,Stool screen for rotavirus and adenovirus,,,,
730504581,73050-45-81,Cryptosporidium Parvum Giardia Lamblia Entamoeba Histolytica; Ag Panel,"Panel for detection of Cryptosporidium Parvum, Giardia Lamblia, and Entamoeba Histolytica Antigens In Stool",21,Laboratory and Pathology,3050,Chemistry & Microbiology,"Detection panel for Cryptosporidium Parvum, Giardia Lamblia And Entamoeba Histolytica Antigens In Human Stool",,,,
730504975,73050-49-75,Coronavirus Ag; IFA; Qual/SemiQuant,Qualitative/semiquantitative immunofluorescent technique (IFA) detection of severe acute respiratory syndrome coronavirus Antigen (Ag),21,Laboratory and Pathology,3050,Chemistry & Microbiology,Immunofluorescent technique detection of severe acute respiratory syndrome coronavirus Ag qualitatively or semiquantitatively,,,,
730504976,73050-49-76,Coronavirus & Influenza A/B Ag; IFA; Qual/SemiQuant,Qualitative/semiquantitative immunofluorescent technique (IFA) detection of severe acute respiratory syndrome coronavirus and Influenza Virus types A and B Antigen (Ag),21,Laboratory and Pathology,3050,Chemistry & Microbiology,Immunofluorescent technique detection of severe acute respiratory syndrome coronavirus and influenza virus types A and B Ag qualitatively or semiquantitatively,,,,
730505675,73050-56-75,Mycobacteria Genitalium; Direct probe ,Detection of Mycobacteria Genitalium by nucleic acid (DNA or RNA) amplified probe technique ,21,Laboratory and Pathology,3050,Chemistry & Microbiology,Detection of mycobacteria genitalium by nucleic acid (DNA or RNA) amplified probe technique ,,,,
730505711,73050-57-11,Culture & Sensitivity; Gonorrhea,Culture and sensitivity Gonorrhea,21,Laboratory and Pathology,3050,Chemistry & Microbiology,Culture and sensitivity test for Gonorrhea,,,,
730505765,73050-57-65,Orthopoxvirus; Amplified probe,Detection of Orthopoxvirus by nucleic acid (DNA or RNA) amplified probe technique ,21,Laboratory and Pathology,3050,Chemistry & Microbiology,"Detection of orthopoxvirus (eg, monkeypox virus, cowpox virus, vaccinia virus) by nucleic acid (DNA or RNA) amplified probe technique ",,,,
730505811,73050-58-11,CoronaVirus; Multiplex Amplified probe,"Detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) by nucleic acid (DNA or RNA), influenza virus types A and B multiplex amplified probe technique ",21,Laboratory and Pathology,3050,Chemistry & Microbiology,"Detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) by nucleic acid (DNA or RNA), influenza virus types A and B multiplex amplified probe technique ",,,,
730505812,73050-58-12,CoronaV/Influenza(A B)/RSV; Multiplex Amplified probe,"Detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) by nucleic acid (DNA or RNA), influenza virus types A and B, respiratory syncytial virus multiplex amplified probe technique ",21,Laboratory and Pathology,3050,Chemistry & Microbiology,"Detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) by nucleic acid (DNA or RNA), influenza virus types A and B, respiratory syncytial virus multiplex amplified probe technique ",,,,
730505871,73050-58-71,Culture & sensitivity; Group B Strep Screening,Culture and sensitivity group B streptococcus screening,21,Laboratory and Pathology,3050,Chemistry & Microbiology,Culture and sensitivity test for group B streptococcus,,,,
730505985,73050-59-85,CoronaVirus; Immuno & Observation,Immunoassay detection with direct visual observation of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]),21,Laboratory and Pathology,3050,Chemistry & Microbiology,ImmunoAssay detection with direct visual observation of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]),,,,
730506151,73050-61-51,Niox Test (Feno Test For Allergic Asthma),Niox Test (Feno Test For Allergic Asthma) - Nitric Oxide Level Test/Fractional Exhaled Nitric Oxide,21,Laboratory and Pathology,3050,Chemistry & Microbiology,Feno Test For Allergic Asthma,,,,
730500000,73050-00-00,Ketones; Qual. ,Qualitative measurement of ketone body,21,Laboratory and Pathology,3050,Chemistry & Microbiology,"This test is for the presence of ketone bodies qualitatively (eg. diabetes, dehydration)",,,Assign this code for each sample/source if performed in multiple samples (this guideline applies for every code does not specify the source),
730500010,73050-00-10,Ketones; Quant.,Quantitative measurement of ketone body,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is for the quantitation of ketone bodies to determine a number value (eg. diabetes),,,,
730500020,73050-00-20,AChE; Quant.,Quantitative measurement of acetylcholinesterase (AChE),21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is for the quantitation of acetylcholinesterase to determine a number value,,,,
730500030,73050-00-30,Acylcarnitines; Qual. ,Qualitative measurement of acylcarnitines,21,Laboratory and Pathology,3050,Chemistry & Microbiology,"This test is for the presence of acylcarnitines qualitatively on plasma, serum, or urine specimen",,,Assign this code for each specimen ,
730500040,73050-00-40,Acylcarnitines; Quant.,Quantitative measurement of acylcarnitines,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is for the quantitation and analysis of acylcarnitines,,,Assign this code for each specimen ,
730500050,73050-00-50,ACTH ,Measurement of adrenocorticotropic hormone (ACTH),21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test measures ACTH quantitatively ,,,,
730500060,73050-00-60,cAMP; Quant.,Quantitative measurement of cyclic adenosine 5-monophosphate (cAMP),21,Laboratory and Pathology,3050,Chemistry & Microbiology,The test analyse AMP quantitatively on plasma or urine sample,"SPOT URINE,RatIO PROTEIN/CREatININE
Albumin/Creatinine Ratio Profile Urine",,,
730500070,73050-00-70,Albumin/Creatinine ratio; blood,Measurement of albumin to creatinine ratio in blood,21,Laboratory and Pathology,3050,Chemistry & Microbiology,"The test measures albumin and creatinine on a serum, plasma, or whole blood specimen quantitatively",,,,
730500080,73050-00-80,Albumin; Quant.; Urine ,Quantitative measurement of albumin; urine ,21,Laboratory and Pathology,3050,Chemistry & Microbiology,"This test is for the quantitation of albumin on specimen other than blood, serum, plasma, or urine",,,Assign this code for each specimen ,
730500090,73050-00-90,Microalbumin; Quant.; Urine,Quantitative measurement of microalbumin; urine ,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is for the quantitation of microalbumin on urine sample,,,,
730500100,73050-01-00,Microalbumin/Albumin; Semiquant.,Semiquantitative measurement of microalbumin or albumin; urine,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test measures microalbumin on a urine sample using semiquantitative methods,,,,
730500110,7514-01-10,Albumin ischemic mod; Quant.,Quantitative measurement of mod albumin ischemia,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test measures ischemic modified albumin (eg. MI or UA),,,,
730500120,7514-01-20,Ethanol breath; Quant.,Quantitative measurement of alcohol (ethanol) breath,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test measures patient’s breath to analyze alcohol quantitatively ,,,,
730500130,7514-01-30,Aldolase ,Measurement of aldolase ,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is for the quantitation of aldolase to determine a number value,,,,
730500140,73050-01-40,Aldosterone ,Measurement of aldosterone,21,Laboratory and Pathology,3050,Chemistry & Microbiology,"This test is for the quantitation of aldosterone to determine a number value on serum, plasma or urine sample (eg. hyperaldosteronism)",,,,
730500150,73050-01-50,Alpha-1-Antitrypsin (total); Quant.,Quantitative measurement of total alpha-1-antitrypsin,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is for the quantitation of total Alpha-1-antitrypsin on serum or plasma,,,,
730500160,73050-01-60,Phenotype Alpha-1-Antitrypsin; Quant.,Quantitative measurement of alpha-1-antitrypsin phenotype,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is for the detection of Alpha-1-antitrypsin phenotype,,,,
730500170,73050-01-70,AFP (Total); Serum ,Measurement of total alpha fetoprotein (AFP) in serum,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is for the quantitation of alpha–fetoprotein in serum,,,,
730500180,73050-01-80,AFP Amniotic; Quant.,Quantitative measurement of amniotic fluid alpha-fetoprotein (AFP),21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is for the quantitation of alpha–fetoprotein in amniotic fluid,,,,
730500190,73050-01-90,AFP-L3 fraction isoform & total Alpha-fetoprotein (AFP) w/ ratio,Alpha-fetoProtein-L3 (AFP-L3) fraction isoform and total Alpha-fetoprotein (AFP) with ratio,21,Laboratory and Pathology,3050,Chemistry & Microbiology,"This test measures serum total alpha fetoprotein, alpha fetoprotein L3 fraction and the ratio of the total to the fraction",,,,
730500200,73050-02-00,Aluminum ,Measurement of aluminum (Al),21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test measures aluminum quantitatively on serum or urine sample,,,,
730500210,7514-02-10,Vaginal fluid amines; Qual. ,Qualitative measurement of amines in vaginal fluid,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is for the presence of amines in the vaginal fluid qualitatively (eg. vaginitis),,,,
730500220,7514-02-20,Single amino acid; Qual. ,Qualitative measurement of a single amino acid ,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is to detect the presence of a particular amino acid qualitatively ,,,Assign this code for each specimen ,
730500230,73050-02-30,Multiple amino acids; Qual. ,Qualitative measurement of multiple amino acids,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is to detect the presence of multiple amino acid qualitatively ,,,Assign this code for each specimen ,
730500240,73050-02-40,Single amino acid; Quant.,Quantitative measurement of single amino acid,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is to measure and analyze a particular amino acid quantitatively ,,,Assign this code for each specimen ,
730500250,73050-02-50,Aminolevulinic Acid-D; Quant.,Quantitative measurement of delta-aminolevulinic acid (ALA),21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is to measure and analyze aminolevulinic acid quantitatively for genetic disfunction diagnosis,,,,
730500260,73050-02-60,Amino acids (2-5); Quant.,Quantitative measurement of 2 to 5 amino acids,21,Laboratory and Pathology,3050,Chemistry & Microbiology,"This test measures 2 to 5 amino acids on blood, plasma, urine or other sample quantitatively",,,,
730500270,73050-02-70,Amino acids (≥6); Quant.,Quantitative measurement of 6 or more amino acids ,21,Laboratory and Pathology,3050,Chemistry & Microbiology,"This test measures 6 or more amino acids on blood, plasma, urine or other sample quantitatively",,,Assign this code for each specimen ,
730500280,73050-02-80,Ammonia,Measurement of ammonia,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test measures ammonia quantitatively (eg. infection),,,,
730500290,73050-02-90,Amniotic fluid analysis; Quant.,Quantitative analysis of amniotic fluid,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test measures and detects bilirubin on the amniotic fluid quantitatively using spectrophotometer,,,,
730500300,73050-03-00,Amylase ,Measurement of amylase,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test measures the levels of amylase enzyme ,,,,
730500310,7514-03-10,Androstanediol glucuronide; Quant.,Quantitative measurement of glucuronide androstanediol,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is to measure and analyze the hormone androstanediol glucuronide quantitatively ,,,,
730500320,7514-03-20,Androstenedione ,Measurement of androstenedione ,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is to measure and analyze the hormone androstenedione quantitatively ,,,,
730500330,7514-03-30,Androsterone; Quant.,Quantitative measurement of androsterone,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is to measure and analyze androsterone quantitatively ,,,,
730500340,73050-03-40,Angiotensin II; Quant.,Quantitative measurement of angiotensin II,21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is to measure and analyze the hormone angiotensin II quantitatively ,,,,
730500350,73050-03-50,ACE ,Measurement of angiotensin I converting enzyme (ACE),21,Laboratory and Pathology,3050,Chemistry & Microbiology,This test is to measure and analyze the enzyme angiotensin I - converting enzyme (ACE) quantitatively in serum or plasma,,,,
730500360,73050-03-60,Apolipoprotein; Quant.,Quantitative measurement of apolipoprotein,21,Laboratory and Pathology,3050,Chemistry & Microbiology,"Measures the lipoprotein components such as high, low, and very–low density lipoproteins",,,,
730500370,73050-03-70,Arsenic; Quant.,Quantitative measurement of arsenic ,21,Laboratory and Pathology,3050,Chemistry & Microbiology,Measures the toxic element arsenic in urine sample,,,,
730500380,73050-03-80,Ascorbic acid; Blood,Measurement of ascorbic acid in blood,21,Laboratory and Pathology,3050,Chemistry & Microbiology,Measures ascorbic acid (vitamin C) on plasma quantitatively ,,,,
730500390,73050-03-90,Atomic absorption spectroscopy; Quant.,Quantitative atomic absorption spectroscopy,21,Laboratory and Pathology,3050,Chemistry & Microbiology,The atomic absorption spectroscopy technique used to measure different requested substances,,,Assign this code for each analyte ,
730500400,73050-04-00,Beta 2 microglobulin; Quant.,Quantitative measurement of beta 2 microglobulin,21,Laboratory and Pathology,3050,Chemistry & Microbiology,"Measures beta-2 microglobulin in serum, spinal fluid or urine",,,,
730500410,7514-04-10,Bile acid (Total) ,Measurement of total bile acid,21,Laboratory and Pathology,3050,Chemistry & Microbiology,Measures the total bile acids on serum quantitatively ,,,,
730500420,7514-04-20,Cholylglycine  bile acids ,"Measurement of cholylglycine, bile acids",21,Laboratory and Pathology,3050,Chemistry & Microbiology,Measures the fractional part of the total bile acids cholylglycine quantitatively ,,,,
730500430,7514-04-30,Bilirubin (Total) ,Measurement of total bilirubin,21,Laboratory and Pathology,3050,Chemistry & Microbiology,Measures total bilirubin on blood sample (eg. abnormal liver function),,,,
730500440,73050-04-40,Bilirubin (Direct) ,Measurement of direct bilirubin,21,Laboratory and Pathology,3050,Chemistry & Microbiology,Measures direct bilirubin on blood sample (eg. abnormal liver function),,,,
